FID,LATITUDE,LONGITUDE,MINERAL,DESCRIPTION,PURETE
315,-12.3683588519999,12.765577244,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
316,-12.0183463329999,12.874518781,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
317,-12.0691838829999,12.881644039,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
318,-12.1240935659999,12.87269377,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
319,-12.1923177829999,12.871044061,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
320,-12.2113534089999,12.911877547,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
321,-12.1443486729999,12.912348479,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
322,-12.0979418369999,12.922590988,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
323,-12.0621727839999,12.960426278,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
324,-12.0653783639999,12.998697978,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
325,-12.0892706259999,13.03959298,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
326,-12.1036705959999,13.058872827,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
327,-12.1733674219999,13.039330272,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
328,-12.1300064369999,12.994641019,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
329,-12.0974438359999,12.965601621,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
330,-12.1633232999999,12.95796362,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
331,-12.1973406529999,12.966697004,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
332,-12.2161542469999,13.027844073,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
333,-12.1948443619999,13.080193183,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
334,-12.1390123119999,13.059266503,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
335,-12.1053202889999,13.021849577,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
336,-12.0874199259999,12.989387227,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
337,-12.1994157609999,12.998983997,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
338,-12.2571167029999,12.984945518,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
339,-12.2376774409999,12.955178201,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
340,-12.2441497119999,12.920590887,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
341,-12.2835674779999,12.923632302,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
342,-12.3604924139999,12.979159732,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
343,-12.3370856579999,13.002823207,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
344,-12.3282735249999,13.029024846,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
345,-12.2515741079999,13.021052145,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
346,-12.2155383669999,13.082807298,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
347,-12.2333953579999,13.098594489,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
348,-12.2426337519999,13.275993594,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
349,-12.2942845399999,13.29397538,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
350,-12.2815773499999,13.339251245,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
351,-12.2571189059999,13.343767749,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
352,-12.2250926639999,13.369708613,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
353,-12.2278336459999,13.343448976,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
354,-12.2574154189999,13.317480629,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
355,-12.1693927839999,13.361716276,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
356,-12.1587479469999,13.407209331,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
357,-12.1462611269999,13.430966487,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
358,-12.1579875329999,13.471726244,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
359,-12.1410178569999,13.503676491,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
360,-12.1490476659999,13.538175821,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
361,-12.1456571879999,13.572402937,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
362,-12.1979561259999,13.603619529,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
363,-12.2243549699999,13.644544156,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
364,-12.2243549699999,13.644544156,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
365,-12.2733222159999,13.61424719,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
366,-12.2524733899999,13.537307826,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
367,-12.2134510099999,13.532096041,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
368,-12.1946671969999,13.467358943,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
369,-12.2506885229999,13.479928393,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
370,-12.2423729599999,13.565876256,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
371,-12.1790341299999,13.550829005,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
372,-12.1903689959999,13.417123166,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
373,-12.2414687979999,13.432027558,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
374,-12.2710351959999,13.408449334,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
375,-12.2640630419999,13.377303367,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
376,-12.2197997049999,13.405499781,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
377,-12.2753777609999,13.456297233,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
378,-12.2698843309999,13.293714507,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
379,-12.1703772289999,13.007511736,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
380,-12.6705896509999,12.549746825,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
381,-12.6401162729999,12.555457459,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
382,-12.5983355969999,12.599314799,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
383,-12.5727333819999,12.617243966,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
384,-12.5435745089999,12.598817115,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
385,-12.5146112579999,12.573448251,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
386,-12.5162752689999,12.526847201,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
387,-12.5311123209999,12.501882438,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
388,-12.5786982669999,12.486775098,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
389,-12.6224345389999,12.493141391,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
390,-12.6477965739999,12.513685893,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
391,-12.6221610339999,12.523023556,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
392,-12.5976631099999,12.540736155,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
393,-12.5803505429999,12.570464321,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
394,-12.5513742609999,12.546294531,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
395,-12.5651277449999,12.506973594,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
396,-12.5831746869999,12.528652601,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
397,-12.5608369699999,12.575068645,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
398,-12.0186051769999,12.936034476,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
399,-12.0370863999999,12.918322632,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
400,-12.0373257749999,12.898013104,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
401,-12.4892943609999,12.553084636,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
402,-12.4891591329999,12.532973537,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
403,-12.5120050209999,12.59135338,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
404,-12.5305774009999,12.558057,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
405,-12.2382365249999,13.071364478,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
406,-12.2426352649999,13.05946128,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
407,-12.2494445519999,13.049973621,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
408,-12.2562335119999,13.042278014,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
409,-12.2672284739999,13.040004278,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
410,-12.2806150929999,13.041937871,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
411,-12.2963616729999,13.051065901,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
412,-12.3132416709999,13.051949297,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
413,-12.3261332189999,13.059741118,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
414,-12.3347968609999,13.073913322,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
415,-12.3204740759999,13.075816224,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
416,-12.3035254829999,13.064884071,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
417,-12.2907727499999,13.060567926,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
418,-12.2743509799999,13.057407621,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
419,-12.2627392179999,13.060272514,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
420,-12.2516308689999,13.072702417,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
421,-12.2509485989999,13.079267805,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
422,-12.2593753629999,13.088917706,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
423,-12.2752155329999,13.089683072,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
424,-12.2783417389999,13.082545776,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
425,-12.2881457249999,13.077868762,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
426,-12.3015477139999,13.078606761,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
427,-12.3216027069999,13.084193568,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
428,-12.2766707119999,13.068187536,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
429,-12.2668275279999,13.076448857,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
430,-12.2661258559999,13.084806712,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
431,-12.2583545519999,13.070981348,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
432,-12.2530414369999,13.055389491,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
433,-12.2719920239999,13.050212448,PLOMB,"Le plomb est un métal dense, malléable et résistant à la corrosion.",75.3609127562008
434,-12.3215123059999,13.092558257,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
435,-12.3093477999999,13.090041447,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
436,-12.2953290669999,13.089894802,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
437,-12.3284938809999,13.066936116,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
438,-12.3145150049999,13.063205911,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
439,-12.3088550349999,13.079280597,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
440,-12.2392159169999,13.092885246,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
441,-12.2443242249999,13.072027028,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
442,-12.2872335749999,13.049775245,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
443,-12.2812055859999,13.099306719,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
444,-12.2635229709999,13.099717085,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
445,-12.2477421029999,13.093573915,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
446,-12.2393290549999,13.082728821,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
447,-12.8332396299999,12.651288385,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
448,-12.8382298879999,12.636982516,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
449,-12.8393646539999,12.61294443,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
450,-12.8180141899999,12.609081671,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
451,-12.7985722349999,12.605096511,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
452,-12.7820027909999,12.606872271,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
453,-12.7799234789999,12.622157344,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
454,-12.8060929679999,12.63671995,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
455,-12.7767458069999,12.65177908,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
456,-12.7629365369999,12.671747471,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
457,-12.7485373199999,12.647716543,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
458,-12.7389353889999,12.620571165,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
459,-12.7654830449999,12.60290905,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
460,-12.7888925779999,12.598321763,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
461,-12.8188177769999,12.629173033,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
462,-12.8205869989999,12.650228709,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
463,-12.8145725809999,12.670264111,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
464,-12.7922455929999,12.661472064,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
465,-12.7921138299999,12.676773377,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
466,-12.7393581109999,12.668610805,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
467,-12.7506272919999,12.631475783,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
468,-12.7719925719999,12.638349888,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
469,-12.7905609969999,12.630853253,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
470,-11.7787232159999,12.684262794,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
471,-11.8067073519999,12.703714754,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
472,-11.8179817569999,12.736344183,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
473,-11.7973839609999,12.748519436,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
474,-11.7749101779999,12.75493573,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
475,-11.7388931869999,12.75449345,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
476,-11.7239682379999,12.781225762,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
477,-11.7034171529999,12.787499053,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
478,-11.6906993609999,12.792117558,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
479,-11.6782563549999,12.775716082,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
480,-11.6658899649999,12.753581932,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
481,-11.6778318389999,12.733665238,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
482,-11.6504800849999,12.740964724,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
483,-11.6540340119999,12.76680981,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
484,-11.6636172869999,12.778397957,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
485,-11.6705886409999,12.800892371,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
486,-11.7075836689999,12.766527857,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
487,-11.7371055599999,12.742048162,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
488,-11.7799828699999,12.738751266,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
489,-11.7764274439999,12.711949288,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
490,-11.7470716389999,12.699408774,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
491,-11.7052320609999,12.722540723,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
492,-11.6883143169999,12.750997302,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
493,-11.7078186059999,12.748374283,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
494,-11.7260790049999,12.766757988,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
495,-11.7185748819999,12.744685628,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
496,-11.7197450389999,12.729410283,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
497,-11.7529351109999,12.722174517,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
498,-11.7536529009999,12.742251896,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
499,-11.7514578479999,12.769182779,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
500,-11.7749101779999,12.75493573,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
501,-11.7894035009999,12.763713401,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
502,-11.8099789849999,12.753450264,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
503,-11.8005323029999,12.730399541,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
504,-11.7910388799999,12.711170991,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
505,-11.7922760239999,12.690160989,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
506,-11.7628378449999,12.708916623,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
507,-11.7701520559999,12.746276646,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
508,-11.7402456119999,12.724885476,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
509,-11.6929947719999,12.765389826,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
510,-11.7213693519999,12.706277101,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
511,-11.6671508679999,12.731619723,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
512,-11.6551707449999,12.754401954,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
513,-11.9808268159999,12.950939038,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
514,-11.9426372709999,12.945043727,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
515,-11.9160302839999,12.969102273,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
516,-11.9112378249999,13.00201931,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
517,-11.8875450089999,13.026107653,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
518,-11.8745677459999,13.011615369,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
519,-11.8734830449999,12.981496667,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
520,-11.8796514469999,12.955765824,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
521,-11.8901131749999,12.93725389,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
522,-11.9079041419999,12.909466238,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
523,-11.9488759049999,12.906541523,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
524,-11.9838185699999,12.91726866,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
525,-11.9617934119999,12.932364418,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
526,-11.9340259969999,12.932039406,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
527,-11.9074377649999,12.95466378,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
528,-11.8910227269999,12.981707135,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
529,-11.9022889819999,13.016248974,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
530,-11.8734830449999,12.981496667,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
531,-12.2566325289999,12.988235617,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
532,-12.2807205259999,13.008593957,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
533,-12.2798949919999,12.986069471,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
534,-12.2946566229999,12.973316811,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
535,-12.3232431889999,12.970493294,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
536,-12.3051231509999,12.951913975,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
537,-12.2753346129999,12.954920485,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
538,-12.2651146189999,12.971765369,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
539,-12.2481815569999,13.122040087,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
540,-12.2871027289999,13.129552183,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
